id,scientific_name,observed_on,geoprivacy1,locality,x,y,accuracyf,user_login,user_name,quality_grade,url,num_identification_agreements,num_identification_disagreements,description,tag_list,field.sex,DATE_YEAR,accuracy,cellcode,TIN_11,cellcode20
174900067,Coenagrion castellani,2023/06/22,,,7.6772084246,44.4925088412,"176",philbenstead,Phil Benstead,research,https://www.inaturalist.org/observations/174900067,2,0,,,,2023,176,10kmE413N237,354.650604248047,18
32575183,Oxygastra curtisii,2019/06/08,,,7.701302,44.498745,"250",roberto_sindaco,,research,https://www.inaturalist.org/observations/32575183,5,0,,,,2019,250,10kmE413N237,335.041107177734,18
7904701,Sympecma paedisca,2017/08/25,,,8.053897507,45.4812150698,NA,cattin,Cattin Gianni,research,https://www.inaturalist.org/observations/7904701,4,0,,,,2017,,10kmE416N248,268.681701660156,19
7904840,Sympecma paedisca,2017/08/21,,,8.053751327,45.4810399375,NA,cattin,Cattin Gianni,research,https://www.inaturalist.org/observations/7904840,3,0,,,,2017,,10kmE416N248,269.189300537109,19
30879765,Sympecma paedisca,2019/08/15,,,8.0202428252,45.5083417751,"9",filippo_ferrati_96,Filippo Ferrati,research,https://www.inaturalist.org/observations/30879765,3,0,,"mongrando, biella, laghetto, Libellula",,2019,9,10kmE416N249,307.660705566406,19
60593430,Sympecma paedisca,2020/09/16,open_odonata,"45.489177, 8.044608",8.044608,45.489177,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/60593430,2,0,,,,2020,,10kmE416N248,289.886688232422,19
95951927,Sympecma paedisca,2021/09/24,,,8.069285,45.4692879722,NA,mongiu,,research,https://www.inaturalist.org/observations/95951927,3,0,,,,2021,,10kmE416N248,256.246795654297,19
97168553,Sympecma paedisca,2021/10/04,,,8.041855,45.488172,NA,marcosaggioro,marcosaggioro,research,https://www.inaturalist.org/observations/97168553,2,0,,,,2021,,10kmE416N248,298.146697998047,19
116256544,Sympecma paedisca,2022/04/10,,,8.0430555556,45.4888888889,NA,mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/116256544,1,0,ZSC LA BESSA,,,2022,,10kmE416N248,295.687713623047,19
189457122,Sympecma paedisca,2023/10/12,,,8.057306,45.47961,NA,filippo_ferrati_96,Filippo Ferrati,research,https://www.inaturalist.org/observations/189457122,2,0,,,,2023,,10kmE416N248,274.657897949219,19
26509423,Sympecma paedisca,2019/06/04,,,7.910419,45.324604,"373",giorege1959,,research,https://www.inaturalist.org/observations/26509423,3,0,,,,2019,373,10kmE415N247,226,20
93139637,Sympecma paedisca,2021/08/31,,,7.9418390406,45.3317500483,"4",giorege1959,,research,https://www.inaturalist.org/observations/93139637,2,0,,,,2021,4,10kmE415N247,229.92919921875,20
115415072,Sympecma paedisca,2022/05/04,,,7.910419,45.328925,NA,giorege1959,,research,https://www.inaturalist.org/observations/115415072,3,0,,,,2022,,10kmE415N247,227.189498901367,20
183067898,Sympecma paedisca,2023/09/13,,,7.9417660294,45.3317611747,"8",giorege1959,,research,https://www.inaturalist.org/observations/183067898,1,0,,,,2023,8,10kmE415N247,229.92919921875,20
183479305,Sympecma paedisca,2023/09/16,,,7.9418229473,45.3317633104,"4",giorege1959,,research,https://www.inaturalist.org/observations/183479305,1,0,,,,2023,4,10kmE415N247,229.92919921875,20
185042320,Sympecma paedisca,2023/09/26,,,7.949503608,45.3705790603,"2",giorege1959,,research,https://www.inaturalist.org/observations/185042320,1,0,,,,2023,2,10kmE416N247,217.734298706055,20
186067861,Sympecma paedisca,2023/09/25,,,7.9420768855,45.3317036155,"8",giorege1959,,research,https://www.inaturalist.org/observations/186067861,1,0,,,,2023,8,10kmE415N247,229.953994750977,20
190300646,Sympecma paedisca,2023/10/15,,,7.9465641561,45.3230656358,"4",giorege1959,,research,https://www.inaturalist.org/observations/190300646,2,0,"Un centinaio, maschi e femmine",,,2023,4,10kmE415N247,262.864105224609,20
246194000,Sympecma paedisca,2024/10/07,,,7.9471337212,45.3229268514,"4",giorege1959,,research,https://www.inaturalist.org/observations/246194000,2,0,,,,2024,4,10kmE415N247,260.45458984375,20
182948199,Sympecma paedisca,2022/02/21,,,7.9662313396,45.2285932828,"47",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/182948199,1,0,,,,2022,47,10kmE416N245,198.289993286133,21
1849778,Ophiogomphus cecilia,2015/07/24,obscured,,8.1892907383,45.4501064834,"27142",savo,,research,http://www.inaturalist.org/observations/1849778,3,0,,,,2015,,10kmE417N248,200.323303222656,27
233296213,Ophiogomphus cecilia,2024/08/02,,,8.3068678261,45.4604131993,"2",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/233296213,3,0,,,,2024,,10kmE418N248,169.818893432617,27
234314549,Ophiogomphus cecilia,2024/08/07,,,8.1954151717,45.4257777891,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/234314549,1,0,,,,2024,,10kmE417N248,189.043792724609,27
1716488,Oxygastra curtisii,2015/07/02,open_odonata,Rovasenda VC,8.30622,45.5556766667,"11",sindic,Roberto Sindaco,research,http://www.inaturalist.org/observations/1716488,3,0,,,,2015,11,10kmE418N249,229.916397094727,27
14471096,Sympecma paedisca,2018/07/17,,,8.2711415734,45.5530156578,"61",lame_sesia,Andrea,research,https://www.inaturalist.org/observations/14471096,3,1,,,,2018,61,10kmE418N249,239.020004272461,27
21112755,Sympecma paedisca,2019/03/10,,,8.2761106491,45.5758476257,NA,gloria_ramello,,research,https://www.inaturalist.org/observations/21112755,2,0,,,,2019,,10kmE418N249,257.247711181641,27
31980898,Sympecma paedisca,2019/09/01,,,8.1627777778,45.5388888889,NA,mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/31980898,3,0,ZSC Baraggia di Candelo - Riserva naturale delle Baragge,,,2019,,10kmE417N249,317.937713623047,27
33646260,Sympecma paedisca,2019/09/30,,,8.1163172051,45.4546489224,"17",filippo_ferrati_96,Filippo Ferrati,research,https://www.inaturalist.org/observations/33646260,2,0,,,,2019,17,10kmE417N248,225.459396362305,27
34000505,Sympecma paedisca,2019/09/26,,,8.2900897372,45.5679913091,"31",mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/34000505,3,0,ZSC Baraggia di Rovasenda - Riserva naturale delle Baragge,,,2019,31,10kmE418N249,252.635604858398,27
34000628,Sympecma paedisca,2019/09/27,,,8.2405445245,45.5363305401,"27",mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/34000628,4,0,ZSC Baraggia di Rovasenda (nucleo di Castelletto Cervo) - Riserva naturale delle Baragge,,,2019,27,10kmE418N249,226.321594238281,27
34822267,Sympecma paedisca,2019/10/23,,,8.3095318079,45.4620676545,"3",danieleseglie,Daniele Seglie,research,https://www.inaturalist.org/observations/34822267,4,0,"1",,,2019,3,10kmE418N248,175.771301269531,27
35483429,Sympecma paedisca,2019/11/04,,,8.1151309982,45.456900326,"33",mongiu,,research,https://www.inaturalist.org/observations/35483429,4,0,,,,2019,33,10kmE417N248,229.732894897461,27
43000301,Sympecma paedisca,2020/02/16,,,8.1531090459,45.5035650841,"122",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/43000301,4,0,,,,2020,122,10kmE417N248,271.075103759766,27
45057572,Sympecma paedisca,2020/05/02,,,8.2529788289,45.5489292922,"124",mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/45057572,4,0,"ZSC Baraggia di Rovasenda - 
Riserva naturale delle Baragge",,,2020,124,10kmE418N249,235.533996582031,27
54959633,Sympecma paedisca,2020/07/27,,,8.161337451,45.5389066481,"122",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/54959633,3,0,,,,2020,122,10kmE417N249,314.688690185547,27
61473702,Sympecma paedisca,2020/09/27,,,8.1810621181,45.4894252207,"122",mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/61473702,2,0,Riserva naturale delle Baragge - Massazza,,,2020,122,10kmE417N248,245.13020324707,27
62987547,Sympecma paedisca,2020/10/13,,,8.2006687797,45.4185610696,"76",giulia_r,Giulia,research,https://www.inaturalist.org/observations/62987547,3,0,,,,2020,76,10kmE417N248,181.374801635742,27
63008796,Sympecma paedisca,2020/10/19,,,8.186296252,45.5228050463,"15",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/63008796,2,0,,,,2020,15,10kmE417N249,279.990600585938,27
63078702,Sympecma paedisca,2020/10/13,,,8.2005324569,45.4183464759,"31",andrevolp96,Andrea Volpato,research,https://www.inaturalist.org/observations/63078702,2,0,,,,2020,31,10kmE417N248,181.539794921875,27
76881811,Sympecma paedisca,2021/05/02,,,8.1484697808,45.5316564943,"8",filippo_ferrati_96,Filippo Ferrati,research,https://www.inaturalist.org/observations/76881811,4,0,,,,2021,8,10kmE417N249,322.775787353516,27
78871686,Sympecma paedisca,2021/05/15,,,8.1639559194,45.5080170548,"572",paomar,paolomarotto,research,https://www.inaturalist.org/observations/78871686,3,0,,,,2021,572,10kmE417N249,271.036590576172,27
92500581,Sympecma paedisca,2021/08/25,,,8.1910871122,45.5208127283,"31",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/92500581,2,0,,,,2021,31,10kmE417N249,274.610412597656,27
92500585,Sympecma paedisca,2021/08/25,,,8.1911845882,45.5209076018,"4",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/92500585,1,0,,,,2021,4,10kmE417N249,273.536010742188,27
92948023,Sympecma paedisca,2021/08/29,,,8.1260947222,45.4810330556,NA,kaotico84,Davide,research,https://www.inaturalist.org/observations/92948023,1,0,,,,2021,,10kmE417N248,249.953903198242,27
93495916,Sympecma paedisca,2021/09/03,,,8.1492941639,45.5103309722,"4",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/93495916,3,0,,,,2021,4,10kmE417N249,282.7998046875,27
98596567,Sympecma paedisca,2021/10/18,open_odonata,"13862 Brusnengo BI, Italia",8.272213,45.5548199722,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/98596567,2,0,,,,2021,,10kmE418N249,240.662292480469,27
112495624,Sympecma paedisca,2022/02/05,,,8.1146643975,45.4858476454,"8",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/112495624,2,0,,,,2022,8,10kmE417N248,259.230102539062,27
122462426,Oxygastra curtisii,2022/06/19,open_odonata,"13060 Roasio VC, Italia",8.2998709722,45.572454,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/122462426,3,0,,,,2022,,10kmE418N249,245.337097167969,27
116257457,Sympecma paedisca,2022/04/14,,,8.1260079272,45.480867508,"8",mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/116257457,3,0,"Riserva naturale Baragge.
Rinvenuti lungo il transetto 65 individui (N.B. pochissimi nelle aree invase Pioppo tremulo)",,,2022,8,10kmE417N248,249.691101074219,27
117450896,Sympecma paedisca,2022/05/17,open_odonata,"Provincia di Biella, Italia",8.2550321682,45.5539822874,"31",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/117450896,2,0,,,,2022,31,10kmE418N249,237.830307006836,27
128954941,Sympecma paedisca,2022/07/30,open_odonata,"Province of Biella, Italy",8.1418916667,45.5164833333,NA,lucaboscain,Luca Boscain,research,https://www.inaturalist.org/observations/128954941,2,0,,,,2022,,10kmE417N249,292.238586425781,27
128955666,Sympecma paedisca,2022/07/30,open_odonata,"Biella, Piemonte, Italy",8.1404216667,45.517045,NA,lucaboscain,Luca Boscain,research,https://www.inaturalist.org/observations/128955666,3,0,,,,2022,,10kmE417N249,293.618591308594,27
137417963,Sympecma paedisca,2022/10/02,,,8.2947474498,45.5691442114,"4",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/137417963,3,0,,,,2022,4,10kmE418N249,249.782501220703,27
137417964,Sympecma paedisca,2022/10/02,,,8.2951279156,45.5692456001,"2",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/137417964,5,0,,,,2022,2,10kmE418N249,249.777404785156,27
137450045,Sympecma paedisca,2022/10/03,,,8.1328916453,45.5157156425,"8",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/137450045,4,0,,,,2022,8,10kmE417N249,256.321502685547,27
138614502,Sympecma paedisca,2022/10/13,,,8.3218050696,45.5955043499,"15",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/138614502,4,0,,,,2022,15,10kmE418N249,272.2421875,27
139209679,Sympecma paedisca,2022/10/18,,,8.2885329722,45.567573,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/139209679,2,0,,,,2022,,10kmE418N249,252.214706420898,27
140760886,Sympecma paedisca,2022/10/28,,,8.1515624824,45.5294186407,"31",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/140760886,3,0,,,,2022,31,10kmE417N249,316.343414306641,27
178574528,Sympecma paedisca,2023/08/13,,,8.1533065018,45.5333907194,"200",gabrivauda,Gabriele Vaudano,research,https://www.inaturalist.org/observations/178574528,3,0,,,,2023,200,10kmE417N249,318.776214599609,27
183121315,Sympecma paedisca,2023/04/19,,,8.2471288561,45.5227620068,"55",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/183121315,1,0,,,,2023,55,10kmE418N249,218.383895874023,27
183684423,Sympecma paedisca,2010/10/28,,,8.2368006402,45.5466406746,"55",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/183684423,3,0,,,,2010,55,10kmE418N249,230.40559387207,27
190474329,Sympecma paedisca,2023/11/08,open_odonata,"Provincia di Vercelli, Italia",8.2887906416,45.56499587,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/190474329,2,0,transetto (Naz nuovo 2023) 25 individui ,,,2023,8,10kmE418N249,249.516204833984,27
191180752,Sympecma paedisca,2023/11/05,,,8.1530081481,45.5093032368,"245",jacopobianchi,,research,https://www.inaturalist.org/observations/191180752,4,0,,,,2023,245,10kmE417N249,280.754089355469,27
191265338,Sympecma paedisca,2023/11/17,,,8.3218104796,45.5957343679,"73",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/191265338,1,0,transetto area 80 individui,,,2023,73,10kmE418N249,272.244384765625,27
191460489,Sympecma paedisca,2023/11/19,,,8.1802855432,45.4884410941,"26",jacopobianchi,,research,https://www.inaturalist.org/observations/191460489,3,0,,,,2023,26,10kmE417N248,244.051498413086,27
191947146,Sympecma paedisca,2023/11/24,,,8.3091982082,45.4618550728,"32",martina_mocchia,Martina,research,https://www.inaturalist.org/observations/191947146,2,0,,,,2023,32,10kmE418N248,175.026000976562,27
195694861,Sympecma paedisca,2023/12/02,,,8.1560411221,45.5114103753,"122",bruno356,Bruno Caula,research,https://www.inaturalist.org/observations/195694861,2,0,,,,2023,122,10kmE417N249,281.853698730469,27
197382281,Sympecma paedisca,2024/01/23,,,8.2376828202,45.5402757567,"15",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/197382281,5,0,,,,2024,15,10kmE418N249,230.111099243164,27
207914050,Sympecma paedisca,2024/04/18,,,8.2454861111,45.57,NA,sc-lame-sesia,servizio civile Lame del Sesia,research,https://www.inaturalist.org/observations/207914050,2,0,,,,2024,,10kmE418N249,247.808700561523,27
213474473,Sympecma paedisca,2024/05/04,,,8.2613854443,45.4299782522,"10",jacopobianchi,,research,https://www.inaturalist.org/observations/213474473,4,0,,,,2024,10,10kmE418N248,175.049606323242,27
214623730,Sympecma paedisca,2024/05/09,,,8.1960576028,45.4230946551,"456",sc-lame-sesia,servizio civile Lame del Sesia,research,https://www.inaturalist.org/observations/214623730,2,0,,,,2024,456,10kmE417N248,183.695297241211,27
215012995,Sympecma paedisca,2024/05/10,,,8.3243311997,45.5469567,NA,leonardo_siddi99,Leonardo Siddi,research,https://www.inaturalist.org/observations/215012995,4,0,,,,2024,,10kmE418N249,230.689605712891,27
236904483,Sympecma paedisca,2024/08/20,,,8.2779991143,45.5570114282,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/236904483,2,0,,,,2024,8,10kmE418N249,242.102096557617,27
243794454,Sympecma paedisca,2024/09/24,,,8.241226,45.546409,"46",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/243794454,1,0,,,,2024,46,10kmE418N249,234.888305664062,27
247495794,Sympecma paedisca,2024/10/15,,,8.1113941153,45.4867808756,"52",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/247495794,1,0,,,,2024,52,10kmE417N248,261.251312255859,27
250418337,Sympecma paedisca,2024/10/31,,,8.3096992712,45.463139465,"4",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/250418337,1,0,,,,2024,4,10kmE418N248,176.897003173828,27
250418340,Sympecma paedisca,2024/10/31,,,8.3098080455,45.4633212328,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/250418340,1,0,,,,2024,8,10kmE418N248,177.138900756836,27
122292040,Oxygastra curtisii,2022/06/18,open_odonata,"Provincia di Vercelli, Italia",8.300038,45.57273,"6",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/122292040,2,0,,,,2022,6,10kmE418N249,245.33740234375,27
116070198,Sympecma paedisca,2022/05/08,,,8.1354881547,45.2749593146,"31",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/116070198,3,0,,,,2022,31,10kmE417N246,173.065200805664,28
119755441,Sympecma paedisca,2022/06/01,,,8.1344216667,45.2754733333,NA,pierangelovillani,Pierangelo Villani,research,https://www.inaturalist.org/observations/119755441,1,0,b,,,2022,,10kmE417N246,173.136505126953,28
1718123,Ophiogomphus cecilia,2015/07/01,open_odonata,Trino ,8.308679,45.169058,"202",nicolascatassi,nicola scatassi,research,http://www.inaturalist.org/observations/1718123,2,0,,,,2015,,10kmE418N245,129.259399414062,29
1771912,Ophiogomphus cecilia,2015/07/16,open_odonata,,8.2718179648,45.2123961244,"10",nicolascatassi,nicola scatassi,research,http://www.inaturalist.org/observations/1771912,3,0,,,,2015,,10kmE418N245,150.750106811523,29
1986157,Sympecma paedisca,2015/09/24,open_odonata,Fontanetto Po,8.179182,45.222738,"46",nicolascatassi,nicola scatassi,research,http://www.inaturalist.org/observations/1986157,1,0,,,,2015,46,10kmE417N245,152.354904174805,29
7888753,Sympecma paedisca,2017/09/12,open_odonata,"Unnamed Road, 13038 Tricerro VC, Italia",8.2867616667,45.2319133333,"4",nicolascatassi,nicola scatassi,research,https://www.inaturalist.org/observations/7888753,3,0,,,,2017,4,10kmE418N245,146.476501464844,29
28636182,Sympecma paedisca,2012/08/21,,,8.2867829599,45.2322264147,"15",pierangelovillani,Pierangelo Villani,research,https://www.inaturalist.org/observations/28636182,3,0,,,,2012,15,10kmE418N245,146.208602905273,29
43846012,Sympecma paedisca,2020/04/27,open_odonata,"13040 Fontanetto po VC, Italia",8.1751683593,45.2174577541,"4",nicolascatassi,nicola scatassi,research,https://www.inaturalist.org/observations/43846012,1,0,,,,2020,4,10kmE417N245,145.229904174805,29
80335115,Sympecma paedisca,2021/05/25,open_odonata,"Provincia di Vercelli, Italia",8.1324624611,45.2072508076,"15",nicolascatassi,nicola scatassi,research,https://www.inaturalist.org/observations/80335115,1,0,,,,2021,15,10kmE417N245,149.979202270508,29
124372084,Ophiogomphus cecilia,2022/07/01,obscured,,8.1368366368,44.9463301011,"27253",savo,,research,https://www.inaturalist.org/observations/124372084,1,0,,,,2022,,10kmE417N242,218.382705688477,30
233443060,Ophiogomphus cecilia,2024/08/03,,,8.4275761619,45.6394936543,"35",berga,Luca Bergamaschi,research,https://www.inaturalist.org/observations/233443060,3,0,,,,2024,,10kmE419N250,322.058990478516,35
34954429,Sympecma paedisca,2019/10/27,,,8.4178480413,45.6340110954,"3",ericazuffi,,research,https://www.inaturalist.org/observations/34954429,5,0,Almeno 20 esemplari,,,2019,3,10kmE419N250,315.075012207031,35
34954443,Sympecma paedisca,2019/10/27,,,8.4158325288,45.6399446446,"9",ericazuffi,,research,https://www.inaturalist.org/observations/34954443,2,0,Almeno 4,,,2019,9,10kmE419N250,325.040313720703,35
34956846,Sympecma paedisca,2019/10/27,,,8.4280287847,45.6393115176,"4",ericazuffi,,research,https://www.inaturalist.org/observations/34956846,3,0,Più di 50,,,2019,4,10kmE419N250,322.881408691406,35
34963997,Sympecma paedisca,2019/10/27,,,8.442530483,45.6259429269,"10",fabio186,Fabio Giusto,research,https://www.inaturalist.org/observations/34963997,3,0,,,,2019,10,10kmE419N250,308.040313720703,35
35083854,Sympecma paedisca,2019/10/27,,,8.4408947593,45.6228248921,"122",ericazuffi,,research,https://www.inaturalist.org/observations/35083854,3,0,Almeno 50 esemplari,,,2019,122,10kmE419N250,305.592803955078,35
35568260,Sympecma paedisca,2019/10/27,,,8.4424344264,45.6259041186,"4",ericazuffi,,research,https://www.inaturalist.org/observations/35568260,4,0,,,,2019,4,10kmE419N250,308.040313720703,35
62891227,Sympecma paedisca,2020/10/18,,,8.4278691933,45.6391989935,"4",ericazuffi,,research,https://www.inaturalist.org/observations/62891227,4,0,,,,2020,4,10kmE419N250,322.701690673828,35
78963864,Sympecma paedisca,2021/05/16,,,8.4356643632,45.6262420005,"9",fabio_giuseppe,,research,https://www.inaturalist.org/observations/78963864,2,0,,,,2021,9,10kmE419N250,310.387390136719,35
79377533,Sympecma paedisca,2021/05/19,,,8.4356216155,45.6262039812,"7",ericazuffi,,research,https://www.inaturalist.org/observations/79377533,1,0,Almeno 5 adulti,,,2021,7,10kmE419N250,310.524200439453,35
79502529,Sympecma paedisca,2021/05/19,,,8.4357782733,45.6262213737,"11",ericazuffi,,needs_id,https://www.inaturalist.org/observations/79502529,0,0,,,,2021,11,10kmE419N250,310.387390136719,35
94302064,Sympecma paedisca,2021/09/10,,,8.4360149782,45.6260616146,"9",ericazuffi,,needs_id,https://www.inaturalist.org/observations/94302064,0,0,,,,2021,9,10kmE419N250,309.519104003906,35
96768716,Sympecma paedisca,2021/09/30,,,8.4281447902,45.6392050884,"8",ericazuffi,,research,https://www.inaturalist.org/observations/96768716,1,0,,,,2021,8,10kmE419N250,323.202301025391,35
139730790,Sympecma paedisca,2022/10/23,,,8.4333,45.6338733333,"5",ericazuffi,,needs_id,https://www.inaturalist.org/observations/139730790,0,0,,,,2022,5,10kmE419N250,314.751800537109,35
140064600,Sympecma paedisca,2022/10/26,,,8.4507501123,45.628872231,"25",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/140064600,3,0,,,,2022,25,10kmE420N250,311.351196289062,35
141874724,Sympecma paedisca,2022/11/13,,,8.4425505996,45.6024180019,"1480",ericazuffi,,research,https://www.inaturalist.org/observations/141874724,3,0,,,,2022,1480,10kmE419N250,285.587005615234,35
187460686,Sympecma paedisca,2023/10/14,,,8.4275433049,45.6392266547,"9",ericazuffi,,research,https://www.inaturalist.org/observations/187460686,4,0,,,,2023,9,10kmE419N250,322.189605712891,35
187816804,Sympecma paedisca,2023/10/15,,,8.4261068328,45.6415312921,"15",daniele_panaretti,Daniele Panaretti,research,https://www.inaturalist.org/observations/187816804,2,0,,,,2023,15,10kmE419N250,325.542297363281,35
187816807,Sympecma paedisca,2023/10/15,,,8.4337641893,45.6250353501,"15",daniele_panaretti,Daniele Panaretti,research,https://www.inaturalist.org/observations/187816807,1,0,,,,2023,15,10kmE419N250,307.001708984375,35
238802155,Sympecma paedisca,2024/08/30,,,8.5713147372,45.6078168468,"10",andrebatt,Andrea Battisti,research,https://www.inaturalist.org/observations/238802155,2,0,,,,2024,10,10kmE420N250,230.2001953125,35
124226553,Ophiogomphus cecilia,2022/07/01,open_odonata,"Provincia di Novara, Italia",8.507336,45.424032,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/124226553,3,0,,,,2022,,10kmE420N248,144.751007080078,36
124905030,Ophiogomphus cecilia,2022/07/05,,,8.4621997923,45.4696594032,"8",samu93,Samuele Massa,research,https://www.inaturalist.org/observations/124905030,2,0,,,,2022,,10kmE420N248,167.124496459961,36
233268475,Ophiogomphus cecilia,2024/08/02,,,8.38704,45.425712,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/233268475,3,0,,,,2024,,10kmE419N248,150.16340637207,36
95236472,Stylurus flavipes,2021/09/17,obscured,,8.4996251784,45.5074820177,"27158",antoniog,,research,https://www.inaturalist.org/observations/95236472,4,0,Stylurus (Gomphus ) flavipes,,,2021,,10kmE420N248,177.982299804688,36
